gene	keyTerm
Nhp2l1	box C/D snoRNA binding
Nhp2l1	poly(A) RNA binding
Nhp2l1	ATPase binding
Nhp2	Complete proteome
Nhp2	Proteomics identification
Nhp2	Reference proteome
Nhp2	Ribosome biogenesis in eukaryotes
Nhp2	snoRNA guided rRNA pseudouridine synthesis
Nhp2	cleavage involved in rRNA processing
Nhp2	maturation of LSU-rRNA
Nhp2	translation
Nhp2	rRNA pseudouridine synthesis
Nhp2	snRNA pseudouridine synthesis
Nhp2	positive regulation of telomerase RNA localization to Cajal body
Nhp2	nuclear chromosome
Nhp2	 telomeric region
Nhp2	nucleoplasm
Nhp2	telomerase holoenzyme complex
Nhp2	cytoplasm
Nhp2	cytosolic large ribosomal subunit
Nhp2	box H/ACA snoRNP complex
Nhp2	box H/ACA telomerase RNP complex
Nhp2	mRNA 3'-UTR binding
Nhp2	U3 snoRNA binding
Nhp2	box H/ACA snoRNA binding
Nhp2	poly(A) RNA binding
Nhp2	telomerase RNA binding
Nsun2	Complete proteome
Nsun2	Oxidoreductase
Nsun2	Proteomics identification
Nsun2	Reference proteome
Nsun2	spermatid development
Nsun2	tRNA methylation
Nsun2	meiotic cell cycle checkpoint
Nsun2	nucleus
Nsun2	nucleolus
Nsun2	cytoplasm
Nsun2	chromatoid body
Nsun2	tRNA binding
Nsun2	3-oxo-5-alpha-steroid 4-dehydrogenase activity
Nsun2	tRNA (cytosine-5-)-methyltransferase activity
Nsun2	poly(A) RNA binding
Park7	Acetylation
Park7	Autophagy
Park7	Cell membrane
Park7	Chaperone
Park7	Complete proteome
Park7	Copper
Park7	Cytoplasm
Park7	Direct protein sequencing
Park7	Fertilization
Park7	Hydrolase
Park7	Inflammatory response
Park7	Isopeptide bond
Park7	Lipoprotein
Park7	Membrane
Park7	Mitochondrion
Park7	Nucleus
Park7	Oxidation
Park7	Palmitate
Park7	Phosphoprotein
Park7	Protease
Park7	Proteomics identification
Park7	Reference proteome
Park7	RNA-binding
Park7	Stress response
Park7	Tumor suppressor
Park7	Ubl conjugation
Park7	Zymogen
Park7	Parkinson's disease
Park7	negative regulation of protein phosphorylation
Park7	synaptic transmission
Park7	 dopaminergic
Park7	regulation of transcription from RNA polymerase II promoter
Park7	negative regulation of protein kinase activity
Park7	proteolysis
Park7	protein deglycosylation
Park7	autophagy
Park7	inflammatory response
Park7	response to oxidative stress
Park7	mitochondrion organization
Park7	single fertilization
Park7	adult locomotory behavior
Park7	fertilization
Park7	detoxification of copper ion
Park7	positive regulation of gene expression
Park7	negative regulation of gene expression
Park7	enzyme active site formation via L-cysteine sulfinic acid
Park7	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
Park7	lactate biosynthetic process
Park7	negative regulation of protein ubiquitination
Park7	negative regulation of protein binding
Park7	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
Park7	positive regulation of interleukin-8 production
Park7	positive regulation of peptidyl-serine phosphorylation
Park7	negative regulation of protein sumoylation
Park7	cellular response to oxidative stress
Park7	cellular response to reactive oxygen species
Park7	cellular response to glyoxal
Park7	negative regulation of protein catabolic process
Park7	response to drug
Park7	response to hydrogen peroxide
Park7	hydrogen peroxide metabolic process
Park7	negative regulation of apoptotic process
Park7	regulation of neuron apoptotic process
Park7	negative regulation of neuron apoptotic process
Park7	regulation of TRAIL receptor biosynthetic process
Park7	positive regulation of transcription from RNA polymerase II promoter
Park7	glycolate biosynthetic process
Park7	negative regulation of protein export from nucleus
Park7	regulation of inflammatory response
Park7	detoxification of mercury ion
Park7	protein stabilization
Park7	positive regulation of sequence-specific DNA binding transcription factor activity
Park7	negative regulation of ubiquitin-protein transferase activity
Park7	dopamine uptake involved in synaptic transmission
Park7	regulation of mitochondrial membrane potential
Park7	membrane depolarization
Park7	membrane hyperpolarization
Park7	negative regulation of cell death
Park7	regulation of androgen receptor signaling pathway
Park7	cellular response to hydrogen peroxide
Park7	positive regulation of protein homodimerization activity
Park7	cell-cell adhesion
Park7	cellular oxidant detoxification
Park7	positive regulation of protein localization to nucleus
Park7	negative regulation of neuron death
Park7	positive regulation of superoxide dismutase activity
Park7	negative regulation of protein acetylation
Park7	positive regulation of oxidative stress-induced intrinsic apoptotic signaling pathway
Park7	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
Park7	positive regulation of mitochondrial electron transport
Park7	 NADH to ubiquinone
Park7	negative regulation of protein K48-linked deubiquitination
Park7	negative regulation of TRAIL-activated apoptotic signaling pathway
Park7	positive regulation of pyrroline-5-carboxylate reductase activity
Park7	positive regulation of tyrosine 3-monooxygenase activity
Park7	positive regulation of dopamine biosynthetic process
Park7	glyoxal metabolic process
Park7	glyoxal catabolic process
Park7	positive regulation of L-dopa biosynthetic process
Park7	positive regulation of L-dopa decarboxylase activity
Park7	negative regulation of oxidative stress-induced cell death
Park7	negative regulation of oxidative stress-induced neuron death
Park7	negative regulation of hydrogen peroxide-induced cell death
Park7	negative regulation of hydrogen peroxide-induced neuron death
Park7	negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway
Park7	negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway
Park7	positive regulation of reactive oxygen species biosynthetic process
Park7	negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway
Park7	negative regulation of ubiquitin-specific protease activity
Park7	positive regulation of oxidative phosphorylation uncoupler activity
Park7	positive regulation of transcription regulatory region DNA binding
Park7	positive regulation of androgen receptor activity
Park7	negative regulation of extrinsic apoptotic signaling pathway
Park7	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway
Park7	chromatin
Park7	nucleus
Park7	cytoplasm
Park7	mitochondrion
Park7	mitochondrial respiratory chain complex I
Park7	mitochondrial intermembrane space
Park7	mitochondrial matrix
Park7	endoplasmic reticulum
Park7	cytosol
Park7	plasma membrane
Park7	cell-cell adherens junction
Park7	PML body
Park7	axon
Park7	neuron projection
Park7	cell body
Park7	membrane raft
Park7	perinuclear region of cytoplasm
Park7	extracellular exosome
Park7	presynapse
Park7	double-stranded DNA binding
Park7	single-stranded DNA binding
Park7	transcription coactivator activity
Park7	mRNA binding
Park7	receptor binding
Park7	copper ion binding
Park7	protein binding
Park7	transcription factor binding
Park7	peptidase activity
Park7	superoxide dismutase copper chaperone activity
Park7	oxidoreductase activity
Park7	 acting on peroxide as acceptor
Park7	glyoxalase III activity
Park7	enzyme binding
Park7	kinase binding
Park7	cytokine binding
Park7	tyrosine 3-monooxygenase activator activity
Park7	L-dopa decarboxylase activator activity
Park7	identical protein binding
Park7	protein homodimerization activity
Park7	small protein activating enzyme binding
Park7	ubiquitin-like protein conjugating enzyme binding
Park7	mercury ion binding
Park7	androgen receptor binding
Park7	peroxiredoxin activity
Park7	repressing transcription factor binding
Park7	scaffold protein binding
Park7	cadherin binding involved in cell-cell adhesion
Park7	cupric ion binding
Park7	cuprous ion binding
Park7	ubiquitin-specific protease binding
Park7	glyoxalase (glycolic acid-forming) activity
Raly	Complete proteome
Raly	Proteomics identification
Raly	Reference proteome
Raly	regulation of nucleic acid-templated transcription
Raly	regulation of cholesterol homeostasis
Raly	nucleus
Raly	catalytic step 2 spliceosome
Raly	nucleotide binding
Raly	nucleic acid binding
Raly	transcription cofactor activity
Raly	RNA binding
Raly	poly(A) RNA binding
Rnmt	Complete proteome
Rnmt	Methyltransferase
Rnmt	mRNA capping
Rnmt	mRNA processing
Rnmt	Nucleus
Rnmt	Phosphoprotein
Rnmt	Reference proteome
Rnmt	RNA-binding
Rnmt	S-adenosyl-L-methionine
Rnmt	Transferase
Rnmt	mRNA surveillance pathway
Rnmt	7-methylguanosine mRNA capping
Rnmt	RNA (guanine-N7)-methylation
Rnmt	nucleus
Rnmt	nucleoplasm
Rnmt	nucleolus
Rnmt	mRNA cap binding complex
Rnmt	receptor complex
Rnmt	RNA binding
Rnmt	mRNA (guanine-N7-)-methyltransferase activity
Rbm3	Alternative splicing
Rbm3	Cell projection
Rbm3	Complete proteome
Rbm3	Cytoplasm
Rbm3	Methylation
Rbm3	Nucleus
Rbm3	Phosphoprotein
Rbm3	Proteomics identification
Rbm3	Reference proteome
Rbm3	RNA-binding
Rbm3	Stress response
Rbm3	translation
Rbm3	regulation of translation
Rbm3	response to cold
Rbm3	production of miRNAs involved in gene silencing by miRNA
Rbm3	positive regulation of translation
Rbm3	nucleus
Rbm3	nucleoplasm
Rbm3	nucleolus
Rbm3	cytoplasm
Rbm3	large ribosomal subunit
Rbm3	dendrite
Rbm3	nucleotide binding
Rbm3	nucleic acid binding
Rbm3	RNA binding
Rbm3	protein binding
Rbm3	ribosomal large subunit binding
Rbm3	poly(A) RNA binding
Rbm38	Complete proteome
Rbm38	Proteomics identification
Rbm38	Reference proteome
Rbm38	DNA damage response
Rbm38	 signal transduction by p53 class mediator resulting in cell cycle arrest
Rbm38	DNA damage response
Rbm38	 signal transduction by p53 class mediator resulting in transcription of p21 class mediator
Rbm38	cell cycle arrest
Rbm38	negative regulation of cell proliferation
Rbm38	regulation of myotube differentiation
Rbm38	regulation of RNA splicing
Rbm38	3'-UTR-mediated mRNA stabilization
Rbm38	nucleus
Rbm38	cytosol
Rbm38	nucleotide binding
Rbm38	mRNA binding
Rbm38	mRNA 3'-UTR binding
Rbm38	poly(A) RNA binding
Rbm39	Complete proteome
Rbm39	Proteomics identification
Rbm39	Reference proteome
Rbm39	RNA-binding
Rbm39	mRNA processing
Rbm39	nucleus
Rbm39	nucleoplasm
Rbm39	microtubule organizing center
Rbm39	microtubule cytoskeleton
Rbm39	nucleotide binding
Rbm39	RNA binding
Rbm39	poly(A) RNA binding
Rbm8a	Acetylation
Rbm8a	Complete proteome
Rbm8a	Cytoplasm
Rbm8a	Isopeptide bond
Rbm8a	mRNA processing
Rbm8a	mRNA splicing
Rbm8a	mRNA transport
Rbm8a	Nonsense-mediated mRNA decay
Rbm8a	Nucleus
Rbm8a	Phosphoprotein
Rbm8a	Reference proteome
Rbm8a	RNA-binding
Rbm8a	Spliceosome
Rbm8a	Translation regulation
Rbm8a	Transport
Rbm8a	Ubl conjugation
Rbm8a	RNA transport
Rbm8a	mRNA surveillance pathway
Rbm8a	Spliceosome
Rbm8a	nuclear-transcribed mRNA catabolic process
Rbm8a	 nonsense-mediated decay
Rbm8a	regulation of alternative mRNA splicing
Rbm8a	 via spliceosome
Rbm8a	mRNA processing
Rbm8a	regulation of translation
Rbm8a	RNA splicing
Rbm8a	mRNA transport
Rbm8a	nucleus
Rbm8a	nucleoplasm
Rbm8a	cytoplasm
Rbm8a	nuclear speck
Rbm8a	dendrite
Rbm8a	exon-exon junction complex
Rbm8a	neuronal cell body
Rbm8a	catalytic step 2 spliceosome
Rbm8a	nucleotide binding
Rbm8a	mRNA binding
Rbm8a	protein binding
Rbm8a	poly(A) RNA binding
Rbmx	Acetylation
Rbmx	Complete proteome
Rbmx	Direct protein sequencing
Rbmx	Glycoprotein
Rbmx	Isopeptide bond
Rbmx	Methylation
Rbmx	mRNA processing
Rbmx	mRNA splicing
Rbmx	Nucleus
Rbmx	Phosphoprotein
Rbmx	Reference proteome
Rbmx	Repressor
Rbmx	Ribonucleoprotein
Rbmx	RNA-binding
Rbmx	Spliceosome
Rbmx	Transcription
Rbmx	Tumor suppressor
Rbmx	Ubl conjugation
Rbmx	Spliceosome
Rbmx	regulation of alternative mRNA splicing
Rbmx	 via spliceosome
Rbmx	osteoblast differentiation
Rbmx	transcription
Rbmx	 DNA-templated
Rbmx	transcription from RNA polymerase II promoter
Rbmx	mRNA splice site selection
Rbmx	membrane protein ectodomain proteolysis
Rbmx	positive regulation of transcription
Rbmx	 DNA-templated
Rbmx	positive regulation of transcription from RNA polymerase II promoter
Rbmx	cellular response to interleukin-1
Rbmx	extracellular space
Rbmx	nucleus
Rbmx	spliceosomal complex
Rbmx	nuclear euchromatin
Rbmx	membrane
Rbmx	supraspliceosomal complex
Rbmx	extracellular exosome
Rbmx	catalytic step 2 spliceosome
Rbmx	nucleotide binding
Rbmx	core promoter binding
Rbmx	chromatin binding
Rbmx	RNA binding
Rbmx	single-stranded RNA binding
Rbmx	mRNA binding
Rbmx	protein binding
Rbmx	identical protein binding
Rbmx	poly(A) RNA binding
Rbmxl1	Acetylation
Rbmxl1	Complete proteome
Rbmxl1	Isopeptide bond
Rbmxl1	Methylation
Rbmxl1	mRNA processing
Rbmxl1	mRNA splicing
Rbmxl1	Nucleus
Rbmxl1	Phosphoprotein
Rbmxl1	Reference proteome
Rbmxl1	Ribonucleoprotein
Rbmxl1	RNA-binding
Rbmxl1	Ubl conjugation
Rbmxl1	mRNA processing
Rbmxl1	RNA splicing
Rbmxl1	nucleus
Rbmxl1	intracellular ribonucleoprotein complex
Rbmxl1	nucleotide binding
Rbmxl1	RNA binding
Rnps1	Acetylation
Rnps1	Complete proteome
Rnps1	Cytoplasm
Rnps1	mRNA processing
Rnps1	mRNA splicing
Rnps1	Nonsense-mediated mRNA decay
Rnps1	Nucleus
Rnps1	Phosphoprotein
Rnps1	Reference proteome
Rnps1	RNA-binding
Rnps1	RNA transport
Rnps1	mRNA surveillance pathway
Rnps1	nuclear-transcribed mRNA catabolic process
Rnps1	 nonsense-mediated decay
Rnps1	regulation of alternative mRNA splicing
Rnps1	 via spliceosome
Rnps1	mRNA processing
Rnps1	RNA splicing
Rnps1	positive regulation of apoptotic process
Rnps1	negative regulation of mRNA splicing
Rnps1	 via spliceosome
Rnps1	nucleus
Rnps1	nucleoplasm
Rnps1	cytoplasm
Rnps1	nuclear speck
Rnps1	ASAP complex
Rnps1	nucleotide binding
Rnps1	RNA binding
Rnps1	mRNA 3'-UTR binding
Rnps1	poly(A) RNA binding
Sec23ip	Complete proteome
Sec23ip	Proteomics identification
Sec23ip	Reference proteome
Sec23ip	acrosome assembly
Sec23ip	ER to Golgi vesicle-mediated transport
Sec23ip	Golgi organization
Sec23ip	spermatid development
Sec23ip	single fertilization
Sec23ip	cis-Golgi network
Sec23ip	ER to Golgi transport vesicle
Sec23ip	perinuclear region of cytoplasm
Sec23ip	endoplasmic reticulum exit site
Sec23ip	perinuclear endoplasmic reticulum
Sec23ip	phospholipase activity
Sec23ip	poly(A) RNA binding
Sec23ip	metal ion binding
Serbp1	Acetylation
Serbp1	Alternative splicing
Serbp1	Complete proteome
Serbp1	Cytoplasm
Serbp1	Direct protein sequencing
Serbp1	Isopeptide bond
Serbp1	Methylation
Serbp1	Nucleus
Serbp1	Phosphoprotein
Serbp1	Polymorphism
Serbp1	Reference proteome
Serbp1	RNA-binding
Serbp1	Ubl conjugation
Serbp1	regulation of apoptotic process
Serbp1	cell-cell adhesion
Serbp1	nucleus
Serbp1	cytoplasm
Serbp1	plasma membrane
Serbp1	cell-cell adherens junction
Serbp1	membrane
Serbp1	perinuclear region of cytoplasm
Serbp1	extracellular exosome
Serbp1	mRNA 3'-UTR binding
Serbp1	poly(A) RNA binding
Serbp1	cadherin binding involved in cell-cell adhesion
Ssb	Acetylation
Ssb	Complete proteome
Ssb	Nucleus
Ssb	Phosphoprotein
Ssb	Proteomics identification
Ssb	Reference proteome
Ssb	RNA-binding
Ssb	Systemic lupus erythematosus
Ssb	RNA processing
Ssb	tRNA processing
Ssb	IRES-dependent viral translational initiation
Ssb	protein localization to cytoplasmic stress granule
Ssb	nuclear chromosome
Ssb	 telomeric region
Ssb	nucleus
Ssb	intracellular ribonucleoprotein complex
Ssb	nucleotide binding
Ssb	RNA binding
Ssb	poly(A) RNA binding
Son	Complete proteome
Son	Proteomics identification
Son	Reference proteome
Son	microtubule cytoskeleton organization
Son	mitotic cytokinesis
Son	cytokinesis
Son	mRNA processing
Son	negative regulation of apoptotic process
Son	regulation of RNA splicing
Son	regulation of mRNA splicing
Son	 via spliceosome
Son	regulation of cell cycle
Son	nucleoplasm
Son	nuclear speck
Son	precatalytic spliceosome
Son	RNA binding
Son	poly(A) RNA binding
Son	RS domain binding
Tardbp	Complete proteome
Tardbp	Proteomics identification
Tardbp	Reference proteome
Tardbp	negative regulation of protein phosphorylation
Tardbp	transcription from RNA polymerase II promoter
Tardbp	RNA splicing
Tardbp	negative regulation of gene expression
Tardbp	nuclear fragmentation involved in apoptotic nuclear change
Tardbp	positive regulation of insulin secretion
Tardbp	response to endoplasmic reticulum stress
Tardbp	negative regulation by host of viral transcription
Tardbp	positive regulation of transcription from RNA polymerase II promoter
Tardbp	regulation of cell cycle
Tardbp	3'-UTR-mediated mRNA stabilization
Tardbp	nuclear inner membrane organization
Tardbp	nucleus
Tardbp	nucleoplasm
Tardbp	perichromatin fibrils
Tardbp	cytoplasm
Tardbp	nuclear speck
Tardbp	interchromatin granule
Tardbp	nucleotide binding
Tardbp	transcriptional activator activity
Tardbp	 RNA polymerase II distal enhancer sequence-specific binding
Tardbp	double-stranded DNA binding
Tardbp	RNA binding
Tardbp	mRNA 3'-UTR binding
Tardbp	identical protein binding
Tardbp	poly(A) RNA binding
Taf15	Complete proteome
Taf15	Metal-binding
Taf15	Reference proteome
Taf15	Zinc
Taf15	Zinc-finger
Taf15	Basal transcription factors
Taf15	Transcriptional misregulation in cancer
Taf15	nucleus
Taf15	nucleoplasm
Taf15	nucleolus
Taf15	cytoplasm
Taf15	nucleotide binding
Taf15	nucleic acid binding
Taf15	zinc ion binding
Taf15	poly(A) RNA binding
Thumpd1	Complete proteome
Thumpd1	Proteomics identification
Thumpd1	Reference proteome
Thumpd1	tRNA modification
Thumpd1	RNA binding
Thumpd1	poly(A) RNA binding
Thumpd3	Complete proteome
Thumpd3	Proteomics identification
Thumpd3	Reference proteome
Thumpd3	tRNA methylation
Thumpd3	nucleolus
Thumpd3	cytoplasm
Thumpd3	tRNA binding
Thumpd3	tRNA (guanine) methyltransferase activity
Tial1	Complete proteome
Tial1	Proteomics identification
Tial1	Reference proteome
Tial1	RNA-binding
Tial1	germ cell development
Tial1	positive regulation of cell proliferation
Tial1	stem cell division
Tial1	nucleus
Tial1	cytoplasm
Tial1	cytoplasmic stress granule
Tial1	intracellular ribonucleoprotein complex
Tial1	extracellular exosome
Tial1	nucleotide binding
Tial1	AU-rich element binding
Tial1	poly(A) RNA binding
U2af1	Complete proteome
U2af1	Metal-binding
U2af1	Proteomics identification
U2af1	Reference proteome
U2af1	Zinc
U2af1	Zinc-finger
U2af1	Spliceosome
U2af1	mRNA splicing
U2af1	 via spliceosome
U2af1	regulation of mitophagy
U2af1	positive regulation of protein targeting to mitochondrion
U2af1	nucleoplasm
U2af1	spliceosomal complex
U2af1	nuclear speck
U2af1	catalytic step 2 spliceosome
U2af1	U2AF
U2af1	nucleotide binding
U2af1	pre-mRNA 3'-splice site binding
U2af1	poly(A) RNA binding
U2af1	metal ion binding
U2af1	RS domain binding
U2af2	Complete proteome
U2af2	Proteomics identification
U2af2	Reference proteome
U2af2	Spliceosome
U2af2	mRNA splicing
U2af2	 via spliceosome
U2af2	RNA splicing
U2af2	positive regulation of RNA splicing
U2af2	negative regulation of mRNA splicing
U2af2	 via spliceosome
U2af2	regulation of mitophagy
U2af2	positive regulation of protein targeting to mitochondrion
U2af2	commitment complex
U2af2	Prp19 complex
U2af2	nucleus
U2af2	nucleoplasm
U2af2	spliceosomal complex
U2af2	nuclear speck
U2af2	U2-type prespliceosome
U2af2	U2AF
U2af2	nucleotide binding
U2af2	nucleic acid binding
U2af2	poly-pyrimidine tract binding
U2af2	enzyme binding
U2af2	pre-mRNA 3'-splice site binding
U2af2	poly(A) RNA binding
U2af2	C2H2 zinc finger domain binding
Upf1	Complete proteome
Upf1	Proteomics identification
Upf1	Reference proteome
Upf1	RNA transport
Upf1	mRNA surveillance pathway
Upf1	nuclear-transcribed mRNA catabolic process
Upf1	 nonsense-mediated decay
Upf1	nuclear-transcribed mRNA catabolic process
Upf1	 endonucleolytic cleavage-dependent decay
Upf1	telomere maintenance
Upf1	nuclear-transcribed mRNA catabolic process
Upf1	DNA replication
Upf1	DNA repair
Upf1	regulation of translational termination
Upf1	dosage compensation by inactivation of X chromosome
Upf1	telomere maintenance via semi-conservative replication
Upf1	positive regulation of mRNA catabolic process
Upf1	3'-UTR-mediated mRNA destabilization
Upf1	histone mRNA catabolic process
Upf1	cellular response to lipopolysaccharide
Upf1	cellular response to interleukin-1
Upf1	nuclear chromosome
Upf1	 telomeric region
Upf1	chromatin
Upf1	nucleus
Upf1	nucleoplasm
Upf1	cytoplasm
Upf1	exon-exon junction complex
Upf1	supraspliceosomal complex
Upf1	DNA binding
Upf1	chromatin binding
Upf1	ATP-dependent RNA helicase activity
Upf1	helicase activity
Upf1	ATP binding
Upf1	zinc ion binding
Upf1	telomeric DNA binding
Upf1	poly(A) RNA binding
Ybx1	Acetylation
Ybx1	Activator
Ybx1	Complete proteome
Ybx1	Cytoplasm
Ybx1	DNA-binding
Ybx1	Isopeptide bond
Ybx1	Mitogen
Ybx1	mRNA processing
Ybx1	mRNA splicing
Ybx1	Nucleus
Ybx1	Phosphoprotein
Ybx1	Proteomics identification
Ybx1	Reference proteome
Ybx1	Repressor
Ybx1	RNA-binding
Ybx1	Secreted
Ybx1	Transcription
Ybx1	Transcription regulation
Ybx1	Ubl conjugation
Ybx1	negative regulation of transcription from RNA polymerase II promoter
Ybx1	transcription
Ybx1	 DNA-templated
Ybx1	regulation of transcription
Ybx1	 DNA-templated
Ybx1	mRNA processing
Ybx1	positive regulation of cell proliferation
Ybx1	RNA splicing
Ybx1	negative regulation of apoptotic process
Ybx1	positive regulation of transcription from RNA polymerase II promoter
Ybx1	negative regulation of insulin receptor signaling pathway
Ybx1	positive regulation of cell division
Ybx1	CRD-mediated mRNA stabilization
Ybx1	extracellular region
Ybx1	nucleus
Ybx1	cytoplasm
Ybx1	cytoplasmic stress granule
Ybx1	dendrite
Ybx1	intracellular ribonucleoprotein complex
Ybx1	perinuclear region of cytoplasm
Ybx1	histone pre-mRNA 3'end processing complex
Ybx1	messenger ribonucleoprotein complex
Ybx1	p53 binding
Ybx1	DNA binding
Ybx1	single-stranded DNA binding
Ybx1	RNA binding
Ybx1	mRNA binding
Ybx1	protein binding
Ybx1	transcription factor binding
Ybx1	sequence-specific DNA binding
Ybx3	Acetylation
Ybx3	Alternative splicing
Ybx3	Complete proteome
Ybx3	Cytoplasm
Ybx3	DNA-binding
Ybx3	Methylation
Ybx3	Nucleus
Ybx3	Phosphoprotein
Ybx3	Proteomics identification
Ybx3	Reference proteome
Ybx3	Repressor
Ybx3	Transcription
Ybx3	Transcription regulation
Ybx3	Tight junction
Ybx3	negative regulation of transcription from RNA polymerase II promoter
Ybx3	in utero embryonic development
Ybx3	transcription
Ybx3	 DNA-templated
Ybx3	regulation of transcription
Ybx3	 DNA-templated
Ybx3	spermatogenesis
Ybx3	male gonad development
Ybx3	fertilization
Ybx3	organ regeneration
Ybx3	negative regulation of apoptotic process
Ybx3	positive regulation of organ growth
Ybx3	negative regulation of skeletal muscle tissue development
Ybx3	negative regulation of necroptotic process
Ybx3	cellular response to tumor necrosis factor
Ybx3	cellular hyperosmotic response
Ybx3	negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress
Ybx3	nucleus
Ybx3	cytoplasm
Ybx3	polysome
Ybx3	gap junction
Ybx3	intracellular ribonucleoprotein complex
Ybx3	RNA polymerase II regulatory region sequence-specific DNA binding
Ybx3	transcriptional repressor activity
Ybx3	 RNA polymerase II transcription regulatory region sequence-specific binding
Ybx3	DNA binding
Ybx3	single-stranded DNA binding
Ybx3	mRNA 3'-UTR binding
Ybx3	poly(A) RNA binding
Aco1	4Fe-4S
Aco1	Complete proteome
Aco1	Cytoplasm
Aco1	Direct protein sequencing
Aco1	Iron
Aco1	Iron-sulfur
Aco1	Lyase
Aco1	Metal-binding
Aco1	Proteomics identification
Aco1	Reference proteome
Aco1	RNA-binding
Aco1	Tricarboxylic acid cycle
Aco1	Citrate cycle (TCA cycle)
Aco1	Glyoxylate and dicarboxylate metabolism
Aco1	Metabolic pathways
Aco1	Biosynthesis of antibiotics
Aco1	Carbon metabolism
Aco1	2-Oxocarboxylic acid metabolism
Aco1	Biosynthesis of amino acids
Aco1	liver development
Aco1	tricarboxylic acid cycle
Aco1	citrate metabolic process
Aco1	regulation of translation
Aco1	cellular iron ion homeostasis
Aco1	post-embryonic development
Aco1	response to iron(II) ion
Aco1	regulation of gene expression
Aco1	intestinal absorption
Aco1	cytoplasm
Aco1	mitochondrion
Aco1	endoplasmic reticulum
Aco1	Golgi apparatus
Aco1	cytosol
Aco1	intracellular membrane-bounded organelle
Aco1	extracellular exosome
Aco1	RNA binding
Aco1	mRNA binding
Aco1	aconitate hydratase activity
Aco1	iron-responsive element binding
Aco1	metal ion binding
Aco1	mRNA 5'-UTR binding
Aco1	iron-sulfur cluster binding
Aco1	4 iron
Aco1	 4 sulfur cluster binding
Aars	Acetylation
Aars	Aminoacyl-tRNA synthetase
Aars	ATP-binding
Aars	Complete proteome
Aars	Cytoplasm
Aars	Direct protein sequencing
Aars	Ligase
Aars	Metal-binding
Aars	Nucleotide-binding
Aars	Phosphoprotein
Aars	Protein biosynthesis
Aars	Reference proteome
Aars	RNA-binding
Aars	tRNA-binding
Aars	Ubl conjugation
Aars	Zinc
Aars	Aminoacyl-tRNA biosynthesis
Aars	hair follicle development
Aars	tRNA modification
Aars	alanyl-tRNA aminoacylation
Aars	regulation of translational fidelity
Aars	protein folding
Aars	cerebellar Purkinje cell layer development
Aars	endoplasmic reticulum unfolded protein response
Aars	cellular response to unfolded protein
Aars	response to amino acid
Aars	negative regulation of neuron apoptotic process
Aars	skin development
Aars	neuromuscular process controlling balance
Aars	neuromuscular process
Aars	cytoplasm
Aars	mitochondrion
Aars	cytosol
Aars	membrane
Aars	extracellular exosome
Aars	tRNA binding
Aars	aminoacyl-tRNA editing activity
Aars	alanine-tRNA ligase activity
Aars	ATP binding
Aars	zinc ion binding
Aars	amino acid binding
Aimp1	Coiled coil
Aimp1	Complete proteome
Aimp1	Proteomics identification
Aimp1	Reference proteome
Aimp1	negative regulation of endothelial cell proliferation
Aimp1	tRNA aminoacylation for protein translation
Aimp1	inflammatory response
Aimp1	cell-cell signaling
Aimp1	negative regulation of angiogenesis
Aimp1	blood vessel morphogenesis
Aimp1	leukocyte migration
Aimp1	defense response to virus
Aimp1	extracellular space
Aimp1	cytoplasm
Aimp1	cell surface
Aimp1	membrane
Aimp1	aminoacyl-tRNA synthetase multienzyme complex
Aimp1	methionyl glutamyl tRNA synthetase complex
Aimp1	tRNA binding
Aimp1	cytokine activity
Aimp1	protein homodimerization activity
Aimp1	GTPase binding
Acin1	Coiled coil
Acin1	Complete proteome
Acin1	Proteomics identification
Acin1	Reference proteome
Acin1	RNA transport
Acin1	mRNA surveillance pathway
Acin1	Spliceosome
Acin1	positive regulation of defense response to virus by host
Acin1	erythrocyte differentiation
Acin1	apoptotic chromosome condensation
Acin1	regulation of apoptotic process
Acin1	positive regulation of apoptotic process
Acin1	positive regulation of monocyte differentiation
Acin1	negative regulation of mRNA splicing
Acin1	 via spliceosome
Acin1	mitophagy in response to mitochondrial depolarization
Acin1	xenophagy
Acin1	nucleus
Acin1	nucleoplasm
Acin1	nucleolus
Acin1	cytoplasm
Acin1	plasma membrane
Acin1	nuclear speck
Acin1	exon-exon junction complex
Acin1	ASAP complex
Acin1	nucleotide binding
Acin1	poly(A) RNA binding
Apex1	Acetylation
Apex1	Activator
Apex1	Cleavage on pair of basic residues
Apex1	Complete proteome
Apex1	Cytoplasm
Apex1	Disulfide bond
Apex1	DNA damage
Apex1	DNA recombination
Apex1	DNA repair
Apex1	DNA-binding
Apex1	Endonuclease
Apex1	Endoplasmic reticulum
Apex1	Exonuclease
Apex1	Hydrolase
Apex1	Lyase
Apex1	Magnesium
Apex1	Metal-binding
Apex1	Mitochondrion
Apex1	Nuclease
Apex1	Nucleus
