gene	ProteinNames	IntensityEpith	IntensityFibers	iBAQEpith	rankEpith	iBAQFibers	rankFibers	LFQEpith	LFQFibers	MsMsEpith	MsMsFibers	UniprotID	MGIGeneNames	Biologicalprocess	Cellularcomponent	Codingsequence diversity	Developmentalstage	Disease	Domain	Ligand	Molecularfunction	PTM	Technicalterm	BiologicalProcess	CellularComponent	MolecularFunction	CCPathway	PWMavailable	tissue	level	group
Eif5a	Eukaryotic translation initiation factor 5A-1	4769300000	5768400000	596160000	69	721050000	42	14160000000	24268000000	66	27	Eif5a	Eif5a	Protein biosynthesis; Protein transport; Translocation; Transport; mRNA transport	Cytoplasm; Endoplasmic reticulum; Membrane; Nuclear pore complex; Nucleus	na	na	na	na	na	Elongation factor; RNA-binding	Acetylation; Hypusine	na	aging {GO:0007568}; apoptotic process {GO:0006915}; cellular response to thyroid hormone stimulus {GO:0097067}; mRNA export from nucleus {GO:0006406}; negative regulation of apoptotic process {GO:0043066}; positive regulation of apoptotic process {GO:0043065}; positive regulation of cardiac muscle cell apoptotic process {GO:0010666}; positive regulation of cell proliferation {GO:0008284}; positive regulation of cytosolic calcium ion concentration {GO:0007204}; positive regulation of muscle cell differentiation {GO:0051149}; positive regulation of reactive oxygen species metabolic process {GO:2000379}; positive regulation of translational elongation {GO:0045901}; positive regulation of translational termination {GO:0045905}; protein export from nucleus {GO:0006611}; translational frameshifting {GO:0006452}	annulate lamellae {GO:0005642}; cytoplasm {GO:0005737}; dendrite {GO:0030425}; endoplasmic reticulum membrane {GO:0005789}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; neuronal cell body {GO:0043025}; nuclear pore {GO:0005643}; nucleus {GO:0005634}	protein N-terminus binding {GO:0047485}; ribosome binding {GO:0043022}; RNA binding {GO:0003723}; translation elongation factor activity {GO:0003746}; U6 snRNA binding {GO:0017070}	na	FALSE	both	group4	Translation
Eif5a	Eukaryotic translation initiation factor 5A-1	4769300000	5768400000	596160000	69	721050000	42	14160000000	24268000000	66	27	Eif5a	Eif5a	Protein biosynthesis; Protein transport; Translocation; Transport; mRNA transport	Cytoplasm; Endoplasmic reticulum; Membrane; Nuclear pore complex; Nucleus	na	na	na	na	na	Elongation factor; RNA-binding	Acetylation; Hypusine	na	aging {GO:0007568}; apoptotic process {GO:0006915}; cellular response to thyroid hormone stimulus {GO:0097067}; mRNA export from nucleus {GO:0006406}; negative regulation of apoptotic process {GO:0043066}; positive regulation of apoptotic process {GO:0043065}; positive regulation of cardiac muscle cell apoptotic process {GO:0010666}; positive regulation of cell proliferation {GO:0008284}; positive regulation of cytosolic calcium ion concentration {GO:0007204}; positive regulation of muscle cell differentiation {GO:0051149}; positive regulation of reactive oxygen species metabolic process {GO:2000379}; positive regulation of translational elongation {GO:0045901}; positive regulation of translational termination {GO:0045905}; protein export from nucleus {GO:0006611}; translational frameshifting {GO:0006452}	annulate lamellae {GO:0005642}; cytoplasm {GO:0005737}; dendrite {GO:0030425}; endoplasmic reticulum membrane {GO:0005789}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; neuronal cell body {GO:0043025}; nuclear pore {GO:0005643}; nucleus {GO:0005634}	protein N-terminus binding {GO:0047485}; ribosome binding {GO:0043022}; RNA binding {GO:0003723}; translation elongation factor activity {GO:0003746}; U6 snRNA binding {GO:0017070}	na	FALSE	both	group4	splicing
Rpl12	60S ribosomal protein L12	5457900000	3170000000	606430000	66	352230000	63	17365000000	17666000000	50	30	Rpl12	Rpl12	na	na	na	na	na	na	na	RNA-binding; Ribonucleoprotein; Ribosomal protein	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	3D-structure	ribosomal large subunit assembly {GO:0000027}; translation {GO:0006412}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; membrane {GO:0016020}; nucleolus {GO:0005730}; nucleus {GO:0005634}	RNA binding {GO:0003723}; rRNA binding {GO:0019843}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Rpl12	60S ribosomal protein L12	5457900000	3170000000	606430000	66	352230000	63	17365000000	17666000000	50	30	Rpl12	Rpl12	na	na	na	na	na	na	na	RNA-binding; Ribonucleoprotein; Ribosomal protein	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	3D-structure	ribosomal large subunit assembly {GO:0000027}; translation {GO:0006412}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; membrane {GO:0016020}; nucleolus {GO:0005730}; nucleus {GO:0005634}	RNA binding {GO:0003723}; rRNA binding {GO:0019843}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Carhsp1	Calcium-regulated heat stable protein 1	921460000	2147500000	131640000	244	306790000	72	2491300000	10920000000	19	21	Carhsp1	Carhsp1	na	Cytoplasm	na	na	na	na	na	RNA-binding	Acetylation; Phosphoprotein	na	regulation of mRNA stability {GO:0043488}; regulation of transcription, DNA-templated {GO:0006355}	cytosol {GO:0005829}; extracellular exosome {GO:0070062}; P granule {GO:0043186}; P-body {GO:0000932}	DNA binding {GO:0003677}; mRNA 3'-UTR binding {GO:0003730}	na	TRUE	both	group4	mRNA sequestration
Carhsp1	Calcium-regulated heat stable protein 1	921460000	2147500000	131640000	244	306790000	72	2491300000	10920000000	19	21	Carhsp1	Carhsp1	na	Cytoplasm	na	na	na	na	na	RNA-binding	Acetylation; Phosphoprotein	na	regulation of mRNA stability {GO:0043488}; regulation of transcription, DNA-templated {GO:0006355}	cytosol {GO:0005829}; extracellular exosome {GO:0070062}; P granule {GO:0043186}; P-body {GO:0000932}	DNA binding {GO:0003677}; mRNA 3'-UTR binding {GO:0003730}	na	TRUE	both	group4	mRNA stability
Carhsp1	Calcium-regulated heat stable protein 1	921460000	2147500000	131640000	244	306790000	72	2491300000	10920000000	19	21	Carhsp1	Carhsp1	na	Cytoplasm	na	na	na	na	na	RNA-binding	Acetylation; Phosphoprotein	na	regulation of mRNA stability {GO:0043488}; regulation of transcription, DNA-templated {GO:0006355}	cytosol {GO:0005829}; extracellular exosome {GO:0070062}; P granule {GO:0043186}; P-body {GO:0000932}	DNA binding {GO:0003677}; mRNA 3'-UTR binding {GO:0003730}	na	TRUE	both	group4	Stress response
Carhsp1	Calcium-regulated heat stable protein 1	921460000	2147500000	131640000	244	306790000	72	2491300000	10920000000	19	21	Carhsp1	Carhsp1	na	Cytoplasm	na	na	na	na	na	RNA-binding	Acetylation; Phosphoprotein	na	regulation of mRNA stability {GO:0043488}; regulation of transcription, DNA-templated {GO:0006355}	cytosol {GO:0005829}; extracellular exosome {GO:0070062}; P granule {GO:0043186}; P-body {GO:0000932}	DNA binding {GO:0003677}; mRNA 3'-UTR binding {GO:0003730}	na	TRUE	both	group4	Translation
Eef1g	Elongation factor 1-gamma	5661300000	5838100000	235890000	139	243250000	82	13359000000	27856000000	99	77	Eef1g	Eef1g	Protein biosynthesis	na	na	na	na	na	na	Elongation factor	Acetylation; Isopeptide bond; Ubl conjugation	na	glutathione metabolic process {GO:0006749}; response to virus {GO:0009615}	cytoplasm {GO:0005737}; endoplasmic reticulum {GO:0005783}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; nucleus {GO:0005634}	cadherin binding {GO:0045296}; glutathione transferase activity {GO:0004364}; translation elongation factor activity {GO:0003746}	na	TRUE	both	group4	Translation
Hnrnpk	Heterogeneous nuclear ribonucleoprotein K	20484000000	4115300000	890610000	50	178930000	112	53044000000	20973000000	121	49	Hnrnpk	Hnrnpk	Transcription; Transcription regulation; mRNA processing; mRNA splicing	Cell junction; Cell projection; Cytoplasm; Nucleus; Spliceosome	Alternative splicing	na	na	Repeat	na	Activator; DNA-binding; RNA-binding; Repressor; Ribonucleoprotein	Acetylation; Glycoprotein; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; negative regulation of apoptotic process {GO:0043066}; negative regulation of mRNA splicing, via spliceosome {GO:0048025}; positive regulation of low-density lipoprotein particle receptor biosynthetic process {GO:0045716}; positive regulation of receptor-mediated endocytosis {GO:0048260}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator {GO:1902165}; regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter {GO:0072369}; regulation of low-density lipoprotein particle clearance {GO:0010988}; RNA splicing {GO:0008380}	catalytic step 2 spliceosome {GO:0071013}; cell projection {GO:0042995}; cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; membrane {GO:0016020}; nuclear chromatin {GO:0000790}; nucleoplasm {GO:0005654}; podosome {GO:0002102}	cadherin binding {GO:0045296}; identical protein binding {GO:0042802}; protein domain specific binding {GO:0019904}; RNA binding {GO:0003723}; RNA polymerase II core promoter proximal region sequence-specific DNA binding {GO:0000978}; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding {GO:0001077}	na	TRUE	both	group4	mRNA processing
Hnrnpk	Heterogeneous nuclear ribonucleoprotein K	20484000000	4115300000	890610000	50	178930000	112	53044000000	20973000000	121	49	Hnrnpk	Hnrnpk	Transcription; Transcription regulation; mRNA processing; mRNA splicing	Cell junction; Cell projection; Cytoplasm; Nucleus; Spliceosome	Alternative splicing	na	na	Repeat	na	Activator; DNA-binding; RNA-binding; Repressor; Ribonucleoprotein	Acetylation; Glycoprotein; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; negative regulation of apoptotic process {GO:0043066}; negative regulation of mRNA splicing, via spliceosome {GO:0048025}; positive regulation of low-density lipoprotein particle receptor biosynthetic process {GO:0045716}; positive regulation of receptor-mediated endocytosis {GO:0048260}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator {GO:1902165}; regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter {GO:0072369}; regulation of low-density lipoprotein particle clearance {GO:0010988}; RNA splicing {GO:0008380}	catalytic step 2 spliceosome {GO:0071013}; cell projection {GO:0042995}; cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; membrane {GO:0016020}; nuclear chromatin {GO:0000790}; nucleoplasm {GO:0005654}; podosome {GO:0002102}	cadherin binding {GO:0045296}; identical protein binding {GO:0042802}; protein domain specific binding {GO:0019904}; RNA binding {GO:0003723}; RNA polymerase II core promoter proximal region sequence-specific DNA binding {GO:0000978}; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding {GO:0001077}	na	TRUE	both	group4	pre-mRNA Transport and processing
Hnrnpk	Heterogeneous nuclear ribonucleoprotein K	20484000000	4115300000	890610000	50	178930000	112	53044000000	20973000000	121	49	Hnrnpk	Hnrnpk	Transcription; Transcription regulation; mRNA processing; mRNA splicing	Cell junction; Cell projection; Cytoplasm; Nucleus; Spliceosome	Alternative splicing	na	na	Repeat	na	Activator; DNA-binding; RNA-binding; Repressor; Ribonucleoprotein	Acetylation; Glycoprotein; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; negative regulation of apoptotic process {GO:0043066}; negative regulation of mRNA splicing, via spliceosome {GO:0048025}; positive regulation of low-density lipoprotein particle receptor biosynthetic process {GO:0045716}; positive regulation of receptor-mediated endocytosis {GO:0048260}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator {GO:1902165}; regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter {GO:0072369}; regulation of low-density lipoprotein particle clearance {GO:0010988}; RNA splicing {GO:0008380}	catalytic step 2 spliceosome {GO:0071013}; cell projection {GO:0042995}; cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; membrane {GO:0016020}; nuclear chromatin {GO:0000790}; nucleoplasm {GO:0005654}; podosome {GO:0002102}	cadherin binding {GO:0045296}; identical protein binding {GO:0042802}; protein domain specific binding {GO:0019904}; RNA binding {GO:0003723}; RNA polymerase II core promoter proximal region sequence-specific DNA binding {GO:0000978}; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding {GO:0001077}	na	TRUE	both	group4	splicing
Eif4a1	Eukaryotic initiation factor 4A-I	3704900000	3765500000	161080000	212	163720000	115	11736000000	24918000000	102	61	Eif4a1	Eif4a1	Protein biosynthesis	na	na	na	na	na	ATP-binding; Nucleotide-binding	Helicase; Hydrolase; Initiation factor; RNA-binding	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	regulation of gene expression {GO:0010468}; RNA secondary structure unwinding {GO:0010501}; translational initiation {GO:0006413}	cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; membrane {GO:0016020}; nucleolus {GO:0005730}	ATP binding {GO:0005524}; ATP-dependent RNA helicase activity {GO:0004004}; double-stranded RNA binding {GO:0003725}; RNA binding {GO:0003723}; translation initiation factor activity {GO:0003743}	na	FALSE	both	group4	Translation
Eif4a1	Eukaryotic initiation factor 4A-I	3704900000	3765500000	161080000	212	163720000	115	11736000000	24918000000	102	61	Eif4a1	Eif4a1	Protein biosynthesis	na	na	na	na	na	ATP-binding; Nucleotide-binding	Helicase; Hydrolase; Initiation factor; RNA-binding	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	regulation of gene expression {GO:0010468}; RNA secondary structure unwinding {GO:0010501}; translational initiation {GO:0006413}	cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; membrane {GO:0016020}; nucleolus {GO:0005730}	ATP binding {GO:0005524}; ATP-dependent RNA helicase activity {GO:0004004}; double-stranded RNA binding {GO:0003725}; RNA binding {GO:0003723}; translation initiation factor activity {GO:0003743}	na	FALSE	both	group4	Translation
Eif4a1	Eukaryotic initiation factor 4A-I	3704900000	3765500000	161080000	212	163720000	115	11736000000	24918000000	102	61	Eif4a1	Eif4a1	Protein biosynthesis	na	na	na	na	na	ATP-binding; Nucleotide-binding	Helicase; Hydrolase; Initiation factor; RNA-binding	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	regulation of gene expression {GO:0010468}; RNA secondary structure unwinding {GO:0010501}; translational initiation {GO:0006413}	cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; membrane {GO:0016020}; nucleolus {GO:0005730}	ATP binding {GO:0005524}; ATP-dependent RNA helicase activity {GO:0004004}; double-stranded RNA binding {GO:0003725}; RNA binding {GO:0003723}; translation initiation factor activity {GO:0003743}	na	FALSE	both	group4	Translation
Serbp1	Plasminogen activator inhibitor 1 RNA-binding protein	3999800000	2378600000	222210000	151	132150000	130	9851100000	20944000000	43	44	Serbp1	Serbp1	na	Cytoplasm; Nucleus	Alternative splicing	na	na	na	na	RNA-binding	Acetylation; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	regulation of apoptotic process {GO:0042981}	cytoplasm {GO:0005737}; cytosol {GO:0005829}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; nucleus {GO:0005634}; perinuclear region of cytoplasm {GO:0048471}; plasma membrane {GO:0005886}	cadherin binding {GO:0045296}; mRNA 3'-UTR binding {GO:0003730}; RNA binding {GO:0003723}	na	FALSE	both	group4	mRNA stability
Pcbp1	Poly(rC)-binding protein 1	2991200000	2070000000	175960000	194	121770000	141	9957400000	12545000000	46	33	Pcbp1	Pcbp1	na	Nucleus	na	na	na	Repeat	na	DNA-binding; RNA-binding; Ribonucleoprotein	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; viral RNA genome replication {GO:0039694}	cytoplasm {GO:0005737}; cytoplasmic ribonucleoprotein granule {GO:0036464}; cytosol {GO:0005829}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; nuclear speck {GO:0016607}; nucleoplasm {GO:0005654}; nucleus {GO:0005634}	cadherin binding {GO:0045296}; mRNA 3'-UTR binding {GO:0003730}; mRNA binding {GO:0003729}; RNA binding {GO:0003723}; RNA polymerase II transcription factor activity, sequence-specific DNA binding {GO:0000981}; sequence-specific single stranded DNA binding {GO:0098847}; single-stranded DNA binding {GO:0003697}; translation activator activity {GO:0008494}	na	TRUE	both	group4	mRNA stability
Pcbp1	Poly(rC)-binding protein 1	2991200000	2070000000	175960000	194	121770000	141	9957400000	12545000000	46	33	Pcbp1	Pcbp1	na	Nucleus	na	na	na	Repeat	na	DNA-binding; RNA-binding; Ribonucleoprotein	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; viral RNA genome replication {GO:0039694}	cytoplasm {GO:0005737}; cytoplasmic ribonucleoprotein granule {GO:0036464}; cytosol {GO:0005829}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; nuclear speck {GO:0016607}; nucleoplasm {GO:0005654}; nucleus {GO:0005634}	cadherin binding {GO:0045296}; mRNA 3'-UTR binding {GO:0003730}; mRNA binding {GO:0003729}; RNA binding {GO:0003723}; RNA polymerase II transcription factor activity, sequence-specific DNA binding {GO:0000981}; sequence-specific single stranded DNA binding {GO:0098847}; single-stranded DNA binding {GO:0003697}; translation activator activity {GO:0008494}	na	TRUE	both	group4	Translation
Pcbp1	Poly(rC)-binding protein 1	2991200000	2070000000	175960000	194	121770000	141	9957400000	12545000000	46	33	Pcbp1	Pcbp1	na	Nucleus	na	na	na	Repeat	na	DNA-binding; RNA-binding; Ribonucleoprotein	Acetylation; Isopeptide bond; Phosphoprotein; Ubl conjugation	na	mRNA processing {GO:0006397}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}; viral RNA genome replication {GO:0039694}	cytoplasm {GO:0005737}; cytoplasmic ribonucleoprotein granule {GO:0036464}; cytosol {GO:0005829}; extracellular exosome {GO:0070062}; membrane {GO:0016020}; nuclear speck {GO:0016607}; nucleoplasm {GO:0005654}; nucleus {GO:0005634}	cadherin binding {GO:0045296}; mRNA 3'-UTR binding {GO:0003730}; mRNA binding {GO:0003729}; RNA binding {GO:0003723}; RNA polymerase II transcription factor activity, sequence-specific DNA binding {GO:0000981}; sequence-specific single stranded DNA binding {GO:0098847}; single-stranded DNA binding {GO:0003697}; translation activator activity {GO:0008494}	na	TRUE	both	group4	splicing
Rpl7	60S ribosomal protein L7	2475700000	1492100000	190440000	183	114780000	150	5346900000	10014000000	28	18	Rpl7	Rpl7	na	na	na	na	na	Repeat	na	RNA-binding; Ribonucleoprotein; Ribosomal protein	Acetylation; Phosphoprotein	na	cytoplasmic translation {GO:0002181}; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) {GO:0000463}; ribosomal large subunit biogenesis {GO:0042273}; rRNA processing {GO:0006364}; translation {GO:0006412}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; focal adhesion {GO:0005925}; intracellular ribonucleoprotein complex {GO:0030529}; membrane {GO:0016020}; nucleolus {GO:0005730}; nucleus {GO:0005634}; polysome {GO:0005844}	DNA binding {GO:0003677}; mRNA binding {GO:0003729}; protein homodimerization activity {GO:0042803}; RNA binding {GO:0003723}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Rpl7	60S ribosomal protein L7	2475700000	1492100000	190440000	183	114780000	150	5346900000	10014000000	28	18	Rpl7	Rpl7	na	na	na	na	na	Repeat	na	RNA-binding; Ribonucleoprotein; Ribosomal protein	Acetylation; Phosphoprotein	na	cytoplasmic translation {GO:0002181}; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) {GO:0000463}; ribosomal large subunit biogenesis {GO:0042273}; rRNA processing {GO:0006364}; translation {GO:0006412}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; focal adhesion {GO:0005925}; intracellular ribonucleoprotein complex {GO:0030529}; membrane {GO:0016020}; nucleolus {GO:0005730}; nucleus {GO:0005634}; polysome {GO:0005844}	DNA binding {GO:0003677}; mRNA binding {GO:0003729}; protein homodimerization activity {GO:0042803}; RNA binding {GO:0003723}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Rpl7	60S ribosomal protein L7	2475700000	1492100000	190440000	183	114780000	150	5346900000	10014000000	28	18	Rpl7	Rpl7	na	na	na	na	na	Repeat	na	RNA-binding; Ribonucleoprotein; Ribosomal protein	Acetylation; Phosphoprotein	na	cytoplasmic translation {GO:0002181}; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) {GO:0000463}; ribosomal large subunit biogenesis {GO:0042273}; rRNA processing {GO:0006364}; translation {GO:0006412}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; focal adhesion {GO:0005925}; intracellular ribonucleoprotein complex {GO:0030529}; membrane {GO:0016020}; nucleolus {GO:0005730}; nucleus {GO:0005634}; polysome {GO:0005844}	DNA binding {GO:0003677}; mRNA binding {GO:0003729}; protein homodimerization activity {GO:0042803}; RNA binding {GO:0003723}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	rRNA binding
Caprin2	Caprin-2	80249000	4614800000	1866300	2843	107320000	156	229890000	24158000000	15	101	Caprin2	Caprin2	Differentiation; Growth regulation	Cell membrane; Cytoplasm; Membrane	Alternative splicing	na	na	na	Calcium; Metal-binding	Protein synthesis inhibitor; RNA-binding	Phosphoprotein	na	negative regulation of cell growth {GO:0030308}; negative regulation of translation {GO:0017148}; positive regulation of canonical Wnt signaling pathway {GO:0090263}; positive regulation of dendrite morphogenesis {GO:0050775}; positive regulation of dendritic spine morphogenesis {GO:0061003}; positive regulation of peptidyl-serine phosphorylation {GO:0033138}; positive regulation of protein binding {GO:0032092}; positive regulation of transcription from RNA polymerase II promoter {GO:0045944}	centrosome {GO:0005813}; cytoplasm {GO:0005737}; cytosol {GO:0005829}; mitochondrion {GO:0005739}; nucleus {GO:0005634}; plasma membrane {GO:0005886}; receptor complex {GO:0043235}	metal ion binding {GO:0046872}; receptor binding {GO:0005102}; RNA binding {GO:0003723}	na	FALSE	fibers	group4	mRNA transport
Rpl22	60S ribosomal protein L22	746200000	420590000	186550000	188	105150000	159	1162300000	2476700000	18	6	Rpl22	Rpl22	na	na	na	na	na	na	na	Heparin-binding; RNA-binding; Ribonucleoprotein; Ribosomal protein	Phosphoprotein	na	alpha-beta T cell differentiation {GO:0046632}; cytoplasmic translation {GO:0002181}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; intracellular ribonucleoprotein complex {GO:0030529}; nucleus {GO:0005634}; ribosome {GO:0005840}	heparin binding {GO:0008201}; RNA binding {GO:0003723}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Rpl22	60S ribosomal protein L22	746200000	420590000	186550000	188	105150000	159	1162300000	2476700000	18	6	Rpl22	Rpl22	na	na	na	na	na	na	na	Heparin-binding; RNA-binding; Ribonucleoprotein; Ribosomal protein	Phosphoprotein	na	alpha-beta T cell differentiation {GO:0046632}; cytoplasmic translation {GO:0002181}	cytoplasm {GO:0005737}; cytosolic large ribosomal subunit {GO:0022625}; extracellular exosome {GO:0070062}; extracellular matrix {GO:0031012}; focal adhesion {GO:0005925}; intracellular ribonucleoprotein complex {GO:0030529}; nucleus {GO:0005634}; ribosome {GO:0005840}	heparin binding {GO:0008201}; RNA binding {GO:0003723}; structural constituent of ribosome {GO:0003735}	na	FALSE	both	group4	Translation
Hnrnpa2b1	Heterogeneous nuclear ribonucleoproteins A2/B1	6660500000	1799500000	333030000	109	89976000	175	26190000000	8713900000	77	25	Hnrnpa2b1	Hnrnpa2b1	Transport; mRNA processing; mRNA splicing; mRNA transport	Nucleus; Secreted; Spliceosome	Alternative splicing	na	na	Repeat	na	RNA-binding; Ribonucleoprotein	Acetylation; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	miRNA transport {GO:1990428}; mRNA export from nucleus {GO:0006406}; mRNA processing {GO:0006397}; mRNA splicing, via spliceosome {GO:0000398}; negative regulation of mRNA splicing, via spliceosome {GO:0048025}; negative regulation of transcription from RNA polymerase II promoter {GO:0000122}; primary miRNA processing {GO:0031053}; RNA transport {GO:0050658}	catalytic step 2 spliceosome {GO:0071013}; cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; intracellular ribonucleoprotein complex {GO:0030529}; membrane {GO:0016020}; nucleoplasm {GO:0005654}; nucleus {GO:0005634}; spliceosomal complex {GO:0005681}	identical protein binding {GO:0042802}; miRNA binding {GO:0035198}; mRNA 3'-UTR binding {GO:0003730}; N6-methyladenosine-containing RNA binding {GO:1990247}; pre-mRNA intronic binding {GO:0097157}; RNA binding {GO:0003723}; single-stranded telomeric DNA binding {GO:0043047}	na	TRUE	both	group4	mRNA processing
Hnrnpa2b1	Heterogeneous nuclear ribonucleoproteins A2/B1	6660500000	1799500000	333030000	109	89976000	175	26190000000	8713900000	77	25	Hnrnpa2b1	Hnrnpa2b1	Transport; mRNA processing; mRNA splicing; mRNA transport	Nucleus; Secreted; Spliceosome	Alternative splicing	na	na	Repeat	na	RNA-binding; Ribonucleoprotein	Acetylation; Isopeptide bond; Methylation; Phosphoprotein; Ubl conjugation	na	miRNA transport {GO:1990428}; mRNA export from nucleus {GO:0006406}; mRNA processing {GO:0006397}; mRNA splicing, via spliceosome {GO:0000398}; negative regulation of mRNA splicing, via spliceosome {GO:0048025}; negative regulation of transcription from RNA polymerase II promoter {GO:0000122}; primary miRNA processing {GO:0031053}; RNA transport {GO:0050658}	catalytic step 2 spliceosome {GO:0071013}; cytoplasm {GO:0005737}; extracellular exosome {GO:0070062}; intracellular ribonucleoprotein complex {GO:0030529}; membrane {GO:0016020}; nucleoplasm {GO:0005654}; nucleus {GO:0005634}; spliceosomal complex {GO:0005681}	identical protein binding {GO:0042802}; miRNA binding {GO:0035198}; mRNA 3'-UTR binding {GO:0003730}; N6-methyladenosine-containing RNA binding {GO:1990247}; pre-mRNA intronic binding {GO:0097157}; RNA binding {GO:0003723}; single-stranded telomeric DNA binding {GO:0043047}	na	TRUE	both	group4	mRNA transport
